Momentum Lookback,Volatility Lookback,Trend Lookback,Defensive Exposure,CAGR,Annualised Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Beta vs Nifty 50,Average Turnover,Total Transaction Costs,CAGR Difference vs Fixed,Sharpe Difference vs Fixed,Drawdown Improvement vs Fixed
189,126,100,0.8,0.19635626199465483,0.13048172224406368,0.9807543951662753,1.4178367712156152,-0.170181684095149,1.1538037306345585,0.8262866473367406,0.08751333767507477,43006.56725660476,-0.008863314710197523,0.21440548382702795,0.1884339963094902
189,126,150,0.5,0.20191400321252573,0.12084173955927843,1.0879926577721406,1.595205270608818,-0.12305715826685348,1.6408147730396032,0.7310243797675503,0.13438105450247181,55118.48159566452,-0.00330557349232663,0.3216437464328933,0.23555852213778572
189,126,150,0.7,0.2005947006834088,0.1285051487215524,1.0218558660242274,1.4844399803854287,-0.152562753706309,1.3148340326208565,0.8064299117410368,0.10094406942125547,44081.54295199833,-0.004624876021443569,0.2555069546849801,0.2060529266983302
189,126,150,0.8,0.19970557948006018,0.13310400799606556,0.9854128138409838,1.4246090028978182,-0.16714166289081145,1.1948282434555035,0.844338326915839,0.08503004551609279,38403.91111123299,-0.005513997224792178,0.21906390250173646,0.19147401751382775
189,126,200,0.5,0.2004165774007569,0.1230190816646431,1.0605838561603038,1.5471445123297025,-0.13021972833626638,1.5390646253171503,0.746502476242617,0.135345508640778,53885.15166781009,-0.0048029993040954455,0.2942349448210565,0.22839595206837282
189,126,200,0.7,0.19969477399594782,0.1298988464698577,1.0064063404959416,1.4578563745102429,-0.15673014192599544,1.2741312650009553,0.8156927271012994,0.10157602104703572,43548.8929056933,-0.0055248027089045415,0.24005742915669426,0.20188553847864377
189,126,200,0.8,0.19910830568136784,0.1340538590738425,0.9755986044991506,1.4079010095766222,-0.1698823304327356,1.1720365806978623,0.8505024120846517,0.085438003897753,38059.760469557106,-0.006111271023484521,0.20924969315990327,0.1887333499719036
252,21,100,0.5,0.194007008753311,0.11541790794021171,1.0752965568312909,1.5934023224618103,-0.13613131584962512,1.4251460624065162,0.6847073884410055,0.17528288463808922,85371.88194927682,-0.011212567951541352,0.30894764549204357,0.22248436455501408
252,21,100,0.7,0.19465184899956123,0.12526940184583943,1.004596720774625,1.469799454402973,-0.14923139653186257,1.3043625773347292,0.7774624250651214,0.1442323205396997,71471.46341036368,-0.01056772770529113,0.2382478094353776,0.20938428387277663
252,21,100,0.8,0.19468072533916647,0.13108610350105954,0.9659056538997708,1.4044986249654716,-0.16257830299211307,1.1974582201698263,0.8240514912956951,0.13073482226981875,65090.67243858237,-0.010538851365685886,0.19955674256052347,0.19603737741252614
